Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566162000.0 4007.0 41 0 0 NA NA NA NA 99 0 0 NA NA NA NA 777 692 3193 NA NA NA NA 1656 1116 5451 NA NA NA NA
1566162000.0 500205.0 NA 224 344 0 NA NA NA NA 559 648 0 NA NA NA NA 8314 5168 959 NA NA NA NA 5367 4802 1134 NA NA NA
1566162000.0 503.0 32 0 NA NA NA NA NA 82 0 NA NA NA NA NA 218 145 NA NA NA NA NA 726 479 NA NA NA NA NA
1566162000.0 504.0 35 0 NA NA NA NA NA 83 0 NA NA NA NA NA 199 150 NA NA NA NA NA 844 594 NA NA NA NA NA
1566162000.0 505.0 30 0 NA NA NA NA NA 83 0 NA NA NA NA NA 201 146 NA NA NA NA NA 893 501 NA NA NA NA NA
1566162000.0 506.0 30 0 NA NA NA NA NA 80 0 NA NA NA NA NA 191 148 NA NA NA NA NA 647 523 NA NA NA NA NA
1566162000.0 507.0 29 0 NA NA NA NA NA 79 0 NA NA NA NA NA 264 148 NA NA NA NA NA 847 542 NA NA NA NA NA
1566162000.0 508.0 33 0 NA NA NA NA NA 80 0 NA NA NA NA NA 189 161 NA NA NA NA NA 684 1096 NA NA NA NA NA
1566162000.0 509.0 29 0 NA NA NA NA NA 79 0 NA NA NA NA NA 199 148 NA NA NA NA NA 669 546 NA NA NA NA NA
1566162000.0 510.0 33 0 NA NA NA NA NA 84 0 NA NA NA NA NA 295 139 NA NA NA NA NA 966 395 NA NA NA NA NA
1566162000.0 511.0 38 0 NA NA NA NA NA 108 0 NA NA NA NA NA 10059 129 NA NA NA NA NA 13351 797 NA NA NA NA NA
1566162000.0 512.0 13 31 0 NA NA NA NA 58 87 0 NA NA NA NA 2235 204 147 NA NA NA NA 38536 753 517 NA NA NA NA
1566162000.0 513.0 18 41 0 NA NA NA NA 58 89 0 NA NA NA NA 586 177 129 NA NA NA NA 1164 430 572 NA NA NA NA
1566162000.0 514.0 14 34 0 NA NA NA NA 58 89 0 NA NA NA NA 363 218 147 NA NA NA NA 2124 719 593 NA NA NA NA
1566162000.0 515.0 13 32 0 NA NA NA NA 58 88 0 NA NA NA NA 2223 208 150 NA NA NA NA 38536 731 560 NA NA NA NA
1566162000.0 516.0 13 31 0 NA NA NA NA 58 88 0 NA NA NA NA 657 214 139 NA NA NA NA 1577 395 383 NA NA NA NA
1566162000.0 517.0 13 33 0 NA NA NA NA 58 90 0 NA NA NA NA 885 230 149 NA NA NA NA 1794 418 622 NA NA NA NA
